ACCIDENT_NO,LATITUDE,LONGITUDE
T20220026681,-36.117986,146.873399
T20220026680,-37.788425,144.933004
T20220028551,-37.702781,144.882901
T20220027192,-37.890261,145.117206
T20220027598,-35.925992,145.650801
T20220026735,-38.163095,144.320402
T20220026734,-37.793148,144.965205
T20220026733,-37.822674,145.003114
T20220026731,-36.200672,147.800355
T20220026760,-37.859809,144.977314
T20220026729,-37.791236,145.263218
T20220026727,-37.893737,145.137747
T20220026725,-37.906816,145.063593
T20220026724,-37.703682,145.09454
T20220027203,-37.765425,144.701779
T20220026739,-37.648434,144.991452
T20220026741,-37.89068,144.6679
T20220026744,-36.367429,145.407908
T20220026745,-37.693357,144.926734
T20220026750,-37.624503,145.028538
T20220027138,-36.954716,144.755956
T20220026754,-37.898324,144.994312
T20220026676,-36.256673,145.356824
T20220026674,-36.493681,145.921251
T20220026672,-38.185766,146.240129
T20220028441,-37.997869,145.275361
T20220028456,-37.718063,144.854839
T20220029507,-37.687811,145.012571
T20220026894,-38.151076,144.36184
T20220026700,-37.533303,143.832603
T20220026723,-38.066739,145.393955
T20220026721,-37.874787,145.00781
T20220026719,-37.855518,145.029456
T20220026718,-38.086326,145.472108
T20220026717,-38.40847,144.167241
T20220026710,-37.67201,144.955453
T20220027382,-38.778774,143.61957
T20220026703,-37.775955,145.292527
T20220026777,-37.853357,144.738901
T20220026778,-38.06002,146.099319
T20220026780,-37.901508,145.019817
T20220026783,-38.446731,143.985893
T20220026785,-37.777672,144.833467
T20220026787,-37.59113,144.167106
T20220026793,-37.880403,144.704433
T20220026796,-37.791298,145.019147
T20220026800,-37.975523,145.241731
T20220026805,-38.16669,144.38277
T20220026806,-37.92559,144.987179
T20220026807,-37.86938,144.609818
T20220026809,-37.68821,144.882258
T20220026810,-37.68504,145.013031
T20220026814,-36.17485,143.039235
T20220026815,-37.747867,146.510683
T20220026765,-37.013408,146.125365
T20220026774,-37.73589,144.740402
T20220026825,-37.55784,145.109691
T20220026826,-37.786908,144.891874
T20220028194,-37.722337,144.907635
T20220026753,-37.800774,145.00252
T20220026757,-38.037212,145.356671
T20230001149,-37.601338,145.446854
T20230002897,-37.673226,144.436422
T20220027819,-37.8713,145.035525
T20230005607,-37.929551,146.648201
T20220028629,-37.725978,145.024053
T20220027600,-37.768901,144.830238
T20220026856,-37.979415,145.311289
T20220028283,-37.636351,145.014796
T20220026764,-37.888436,145.262904
T20220026763,-38.013187,145.201721
T20230004176,-37.788339,144.931161
T20220026816,-37.798026,144.974865
T20220026821,-37.82743,144.829149
T20220026829,-37.824663,144.963652
T20220026830,-37.859174,145.001334
T20220026833,-37.788185,145.106004
T20220026838,-37.86494,144.885667
T20220026840,-38.155899,144.33349
T20220026841,-37.051463,142.93489
T20220026848,-38.187588,146.286112
T20220026849,-37.903165,145.033772
T20220026855,-37.780907,145.747879
T20220027871,-38.30997,145.02921
T20220026882,-37.576619,144.714497
T20220026932,-36.804761,144.302336
T20220026925,-38.330517,145.127204
T20220027306,-37.824369,144.8602
T20230000827,-37.802109,144.992605
T20220028336,-37.61308,145.450395
T20220027573,-37.221584,144.644896
T20220027120,-37.966514,145.064823
T20230015960,-37.875975,145.048174
T20220026889,-37.695056,145.012401
T20220026886,-38.110084,145.155717
T20220026881,-37.654941,144.601686
T20220026879,-37.760267,144.779005
T20220026876,-38.0108,145.140791
T20220026872,-37.885566,145.299672
T20220026870,-37.80317,144.992429
T20220026864,-34.206286,142.136698
T20220026861,-37.864966,144.835358
T20220026860,-38.495807,145.270997
T20220026858,-37.799976,144.789064
T20220028081,-37.920806,145.356096
T20220026922,-36.374242,145.402193
T20220026935,-37.605991,145.078451
T20220027116,-37.743547,144.793845
T20220027173,-36.112946,146.865672
T20220026920,-37.704137,144.890026
T20220026936,-37.679387,144.985047
T20220026939,-37.67271,144.625986
T20220026942,-37.690469,144.974495
T20220026961,-37.59558,144.909807
T20220026946,-37.735523,144.820269
T20220027137,-37.667983,145.009386
T20220027070,-37.845333,145.046649
T20220026948,-37.794053,144.988212
T20220026897,-36.119664,144.745641
T20220026964,-37.811085,145.005867
T20220026950,-37.826776,147.626814
T20220026951,-38.188934,146.486977
T20220026985,-37.371639,143.808087
T20220027606,-37.89366,145.139475
T20220026923,-37.765604,145.021522
T20220028155,-37.946555,145.053815
T20220026988,-34.186873,142.154225
T20220026958,-37.74467,144.782515
T20220026956,-37.997533,145.096436
T20220026916,-37.638486,145.035766
T20220027097,-37.82071,144.786366
T20220026929,-37.898519,145.162319
T20220026933,-36.885324,143.857156
T20220026955,-38.034028,145.201701
T20220027001,-37.687818,145.079091
T20220026910,-38.15016,144.370836
T20220026904,-37.986637,145.229778
T20220027303,-37.586328,143.832758
T20220027885,-37.762734,144.775926
T20220027248,-37.918012,145.035081
T20230007953,-37.789004,145.161986
T20230003187,-37.64997,145.49807
T20220027560,-37.741539,144.968275
T20220027093,-37.832478,145.22986
T20220027443,-37.772971,144.950466
T20220027504,-37.760409,144.737898
T20220027977,-37.804702,145.34987
T20220027734,-37.828066,144.961446
T20220027753,-37.941666,145.093087
T20220027105,-37.73951,144.948471
T20220029482,-37.683126,144.661239
T20220026968,-37.832459,145.266106
T20220026972,-38.374635,144.976965
T20220026976,-37.827614,144.9609
T20220027347,-37.599849,145.114435
T20230000126,-37.697113,144.779653
T20220026982,-37.55924,143.867246
T20220026993,-37.826641,144.768269
T20220026997,-38.02644,144.428993
T20220027008,-37.93568,145.024204
T20220027009,-38.248728,144.333071
T20220027013,-37.965167,145.134892
T20220027016,-37.852724,144.731271
T20220027019,-38.357553,143.581858
T20220027027,-38.215284,145.497681
T20230000252,-38.194719,145.331127
T20220027126,-37.909242,145.083109
T20220027127,-37.613204,144.70886
T20220027031,-37.696372,145.015832
T20220027807,-37.951751,145.214119
T20220027033,-37.822057,144.973659
T20220027036,-37.836619,145.187238
T20220027037,-37.550988,143.858279
T20220027038,-38.083959,145.130067
T20220027040,-37.806291,144.949809
T20220027041,-37.817206,145.027202
T20220027042,-37.825526,144.990342
T20220027047,-37.822499,144.971904
T20220027050,-37.77598,145.485905
T20220027051,-38.074588,145.255523
T20220027056,-37.778941,144.874989
T20220027059,-37.881606,145.109166
T20220027061,-37.937236,145.189531
T20220027062,-38.187198,145.238021
T20220027067,-37.703108,145.010516
T20220027133,-37.802715,144.97771
T20220027071,-36.497723,146.020022
T20220027228,-37.808658,145.00096
T20220027090,-37.803334,145.168706
T20220027094,-38.374404,144.223235
T20220027095,-37.643346,145.037299
T20220027099,-38.028531,145.244018
T20220027101,-37.673706,145.051598
T20220027102,-37.78174,144.959759
T20220027109,-37.802563,144.924398
T20220027223,-37.976622,145.02554
T20220028611,-37.799402,145.181978
T20220027112,-38.381809,144.907316
T20220027113,-36.748438,144.280816
T20220027119,-37.857504,144.99229
T20220027128,-37.704648,144.889775
T20220027135,-37.816956,145.22043
T20220027139,-38.009855,145.216279
T20220027141,-36.663532,146.859732
T20220027585,-37.692159,144.94963
T20220029797,-37.752363,144.964671
T20220027069,-37.687421,144.951003
T20220027072,-37.924516,145.14308
T20220027073,-37.831571,145.145955
T20220028634,-37.688958,144.930236
T20220027678,-37.818334,144.996899
T20220027145,-37.729722,145.060847
T20220027147,-38.347615,142.559549
T20220027151,-37.7169,145.009084
T20220027153,-34.189586,142.157427
T20220027154,-37.893526,145.036773
T20220027158,-38.15064,145.195004
T20220027159,-37.765975,144.962306
T20220027160,-37.793127,144.979403
T20220027162,-37.835252,147.829474
T20220027166,-37.527152,143.848468
T20220027168,-38.14307,144.347839
T20220027170,-38.19711,146.561432
T20230030781,-38.173052,144.322991
T20220028045,-36.751274,144.295563
T20230008301,-37.811073,144.869683
T20220027309,-37.880328,145.025648
T20220029665,-37.066897,144.217553
T20220027195,-36.355885,146.321818
T20220027251,-38.356684,142.465774
T20220027255,-37.784864,144.832068
T20220027256,-38.163256,145.136381
T20220027263,-37.663941,145.020457
T20220027264,-38.347155,144.184504
T20220027266,-37.702001,144.939224
T20220027268,-37.946002,145.000947
T20220027207,-37.961592,146.98131
T20220027208,-37.83194,145.148859
T20220027269,-37.941826,145.000174
T20220027210,-38.181855,144.340252
T20220027212,-37.922404,145.140355
T20220027220,-38.165068,144.416903
T20220027270,-36.165814,146.546996
T20220027221,-37.753338,144.945757
T20220027222,-37.746385,144.911245
T20220027224,-37.684906,144.57809
T20220027176,-38.203686,144.301626
T20220027688,-37.810343,144.952927
T20220027232,-38.113889,145.289731
T20220027233,-37.975795,145.264146
T20220027175,-37.816494,144.761467
T20220027277,-37.865131,145.755032
T20220027236,-37.98495,145.193326
T20220027182,-37.777095,144.96044
T20220027189,-36.75194,144.280448
T20220027239,-37.591841,144.244671
T20220029178,-35.287805,143.533205
T20230000476,-37.884592,144.73285
T20220027557,-38.053555,145.301378
T20220028857,-38.381887,142.912333
T20230000649,-37.598435,144.892289
T20220028585,-37.805884,144.949215
T20220027250,-37.737539,144.999656
T20220027179,-37.615307,143.836583
T20220027706,-37.825598,144.942442
T20220028182,-37.772338,144.961224
T20220027260,-37.862016,145.169227
T20220027323,-38.068755,145.471262
T20220027194,-37.749709,145.039994
T20220027559,-38.128089,144.318072
T20220027197,-37.904846,145.046621
T20220027198,-37.562236,143.868684
T20220027204,-38.164402,144.355692
T20220027205,-37.864116,144.992001
T20220027206,-37.75936,145.021424
T20230000128,-36.140521,144.755423
T20220028205,-37.745638,144.911085
T20220028226,-36.813019,146.44733
T20220028231,-37.745935,144.933092
T20220027397,-37.830279,145.047328
T20220027286,-37.338526,144.985779
T20220027287,-36.37663,146.307784
T20220027288,-37.691579,144.96394
T20220027289,-38.372643,142.482691
T20220027294,-37.870238,144.76262
T20220027298,-37.758794,144.860548
T20220027312,-37.662545,145.513258
T20220027313,-37.413242,144.980817
T20220028294,-37.752552,144.777946
T20220027317,-36.313701,145.31356
T20220027388,-37.901597,144.627868
T20220027324,-38.011027,145.179419
T20220027327,-37.98278,145.144885
T20220027329,-37.804038,145.095843
T20220027330,-36.766478,144.292253
T20220027331,-37.662594,144.922678
T20220027334,-37.890721,145.233219
T20220027339,-38.175452,145.151289
T20220027340,-37.681933,145.005362
T20220027344,-37.984708,145.030939
T20220027352,-37.827445,144.939371
T20220027356,-38.094134,145.8517
T20220027359,-37.600172,144.882287
T20220027318,-37.836215,144.708802
T20220027437,-37.890075,145.064564
T20230009985,-36.862405,144.823772
T20220027380,-37.943159,144.125871
T20230002417,-37.717168,145.043203
T20220027378,-37.827978,144.960976
T20220027373,-37.59392,144.910069
T20220027369,-37.687055,144.957687
T20220027368,-38.21508,145.038908
T20220027363,-37.742306,144.975066
T20220027958,-37.45597,143.838313
T20220027974,-38.15543,145.153374
T20230003040,-37.788414,145.104241
T20220027445,-38.047875,145.125123
T20220027689,-38.195814,146.533278
T20220027472,-37.993743,145.176836
T20220027371,-37.582279,143.824905
T20220027370,-37.760336,144.97424
T20220027416,-36.399735,145.395492
T20220028388,-37.689934,145.215873
T20220027483,-36.841311,145.945092
T20220027412,-37.716411,145.006865
T20220027586,-37.857471,144.967417
T20230003569,-37.815172,145.040871
T20220027769,-37.896273,144.994702
T20220027766,-37.629091,144.161624
T20220027420,-37.839205,144.993294
T20220027477,-37.569953,144.690603
T20220027469,-37.871611,145.143309
T20220027417,-36.874086,145.598882
T20220027427,-38.288478,145.074136
T20220027419,-37.88433,144.70087
T20220027466,-37.671076,144.570827
T20220027740,-36.979716,143.977795
T20220027410,-37.769252,145.535847
T20220027716,-37.847867,144.948772
T20220027966,-38.414226,145.942787
T20220027436,-37.70984,144.883012
T20220027406,-37.067268,142.768968
T20220027404,-37.559535,145.323687
T20220027489,-37.860397,145.001114
T20220027428,-38.130778,145.125104
T20220027400,-37.979908,145.142676
T20220028237,-37.836772,144.740281
T20220027399,-37.756072,144.915799
T20220027398,-37.819189,145.005205
T20220027430,-37.775533,145.078863
T20220027391,-37.797007,145.359116
T20220027561,-37.964252,145.04624
T20220027568,-37.855688,144.964583
T20230006364,-38.027555,145.316827
T20230013614,-37.832905,144.810458
T20220027390,-37.653718,144.929161
T20220027385,-38.29534,145.030183
T20220029692,-37.999751,145.075605
T20220027384,-37.889526,144.62377
T20220027464,-37.679054,144.879431
T20230001713,-37.849986,145.307017
T20220027461,-37.784091,144.983171
T20220027460,-36.733663,147.015938
T20220027442,-37.821373,144.97247
T20220028843,-37.777661,144.833371
T20220027444,-37.729473,144.815308
T20220027459,-37.86563,145.531504
T20220027446,-37.782994,144.773064
T20220027452,-37.9455,145.468789
T20220027453,-37.98654,145.212555
T20220027455,-36.918726,144.69218
T20230010931,-37.786734,145.310702
T20220027596,-37.736535,145.115697
T20230023076,-37.884141,145.282087
T20220027471,-37.789761,144.885955
T20220027554,-37.855292,144.864391
T20220028071,-37.811437,144.991052
T20220027743,-37.68618,144.480077
T20220027857,-37.821831,144.810646
T20220027470,-38.113404,145.169543
T20220027495,-37.633961,144.993354
T20220027580,-37.074009,144.225072
T20220028620,-37.971065,145.14879
T20220027607,-38.198322,146.498997
T20220027482,-34.260627,142.18031
T20220027652,-37.8067,145.019604
T20230006122,-37.847693,144.979722
T20220027555,-38.247924,144.326277
T20220027480,-38.309147,144.329326
T20220027475,-38.250569,144.387711
T20220027564,-36.449123,144.831721
T20220027535,-37.763195,145.047947
T20220027536,-37.576736,144.693773
T20220027635,-37.911691,145.468505
T20220027537,-37.572736,144.69443
T20220027928,-36.135952,146.965779
T20220027563,-37.723482,145.378781
T20220027505,-37.156365,143.532328
T20220027507,-36.864414,144.810488
T20220027508,-36.47998,143.961656
T20220027511,-37.563974,145.905729
T20220027487,-37.810587,144.933983
T20220027488,-37.72746,144.963678
T20220027534,-37.856778,144.591238
T20220027539,-37.813247,144.635837
T20220027491,-37.823892,144.982477
T20220027540,-37.631687,145.08785
T20220027541,-37.967194,145.012257
T20220027545,-38.028346,145.322001
T20220027492,-37.673155,145.070494
T20220027494,-38.086221,145.170273
T20230007470,-38.043236,145.141825
T20220027512,-37.562911,145.905052
T20220027513,-37.791816,144.983246
T20220027468,-37.800733,145.021283
T20220027497,-38.031416,145.261696
T20220027515,-38.074158,145.27135
T20220028139,-37.85986,145.001211
T20220027519,-37.682284,145.486772
T20220027522,-37.386146,144.316977
T20220027484,-37.823212,144.960831
T20230001737,-36.937654,143.272203
T20220028163,-37.804435,144.883824
T20220027498,-37.824199,144.866173
T20230001177,-34.622086,142.268725
T20220027499,-35.938067,142.42235
T20220027479,-37.828722,144.9881
T20220027501,-37.824185,144.867117
T20220027502,-37.830137,144.853136
T20220027524,-38.336594,143.511215
T20220027530,-37.649021,146.643257
T20220027503,-38.290596,146.299504
T20220027523,-37.850447,144.977644
T20220027835,-37.947632,145.059024
T20220027655,-37.901735,145.054687
T20220027651,-37.852435,144.981689
T20220027650,-37.890141,144.989
T20220027649,-36.62167,145.471249
T20220027647,-37.738484,144.851255
T20220027641,-36.387012,145.295556
T20220027640,-37.871803,145.017734
T20220027639,-37.998757,145.208775
T20220027637,-37.572543,144.124704
T20220027636,-36.387761,145.397928
T20220027633,-37.948018,147.59973
T20220027583,-37.397723,141.978948
T20220027946,-36.365453,146.317049
T20220027630,-37.675892,144.968641
T20220027627,-38.14529,144.334751
T20220027624,-38.15925,144.350385
T20220027582,-37.070419,144.233475
T20220027623,-37.714503,144.789546
T20220027619,-38.110107,147.04191
T20220027613,-37.921553,145.062171
T20220027621,-38.181418,144.391702
T20240000853,-37.662706,145.055184
T20220027550,-37.749931,144.59432
T20220027611,-36.112654,146.861908
T20220027608,-38.490134,145.26549
T20220027667,-37.532334,143.823532
T20220027565,-38.2271,145.178723
T20220027569,-37.646578,145.356021
T20220027574,-37.727856,144.793675
T20220027578,-37.786894,144.993336
T20220027579,-37.908232,144.987497
T20220027581,-37.858004,145.05555
T20220027908,-37.720601,144.725656
T20220027605,-37.694389,144.959039
T20220027603,-38.018216,145.308529
T20230014817,-37.687037,145.070817
T20220027601,-37.785607,144.921717
T20220029354,-37.848061,145.228851
T20220027562,-37.872495,144.741199
T20220027599,-37.71709,145.04309
T20220027594,-37.825939,145.106135
T20220027590,-37.344493,145.020651
T20220027588,-37.982884,145.204585
T20220027831,-37.796901,145.359689
T20220027694,-37.61332,144.916476
T20220027872,-37.672441,143.939076
T20220027710,-37.819847,145.138449
T20220027711,-38.097484,145.480105
T20220027714,-37.670361,144.923778
T20220027671,-38.074829,145.29748
T20220027723,-38.17933,144.36759
T20220027726,-37.800427,144.912198
T20220027727,-37.11429,142.568754
T20220028282,-37.357701,145.282808
T20220027729,-38.146485,144.367981
T20220027730,-37.771044,147.952513
T20220027733,-37.68826,144.573341
T20220027932,-37.827412,144.97267
T20220027735,-37.701783,144.56494
T20220027675,-37.893914,145.25266
T20220027847,-37.91597,145.159184
T20220027821,-37.608524,144.31651
T20220027837,-37.77907,144.874793
T20220027682,-37.775844,145.047888
T20220027686,-37.810512,144.960693
T20230005200,-38.238463,146.404748
T20220027798,-37.903446,145.21483
T20220027687,-37.331594,143.948887
T20220027656,-37.925708,146.994884
T20220027669,-37.891487,145.163735
T20220029747,-37.690033,144.578548
T20220029455,-37.769994,144.948536
T20230000270,-37.879037,145.016333
T20220027677,-37.5191,145.027202
T20220027690,-37.544135,143.786887
T20220028154,-37.703168,145.089827
T20220027693,-37.798984,144.789427
T20220027670,-38.080554,145.353783
T20220027695,-38.151725,144.351973
T20220027696,-37.277934,142.924927
T20220027698,-37.861278,145.077328
T20220027701,-37.777465,144.831782
T20220027702,-35.063756,142.4249
T20220027705,-38.100474,145.292328
T20220027953,-38.392594,143.076702
T20220027752,-37.76147,144.92183
T20220027754,-37.816103,144.93356
T20220027755,-38.219588,144.337741
T20220027757,-37.789847,145.026428
T20220027758,-37.788687,144.956385
T20220028214,-37.840809,145.266101
T20220028220,-37.71851,144.955905
T20220027760,-38.023782,145.213508
T20220028655,-37.538467,143.835091
T20220027763,-37.747697,142.020282
T20220027764,-38.361668,144.883674
T20220028640,-37.816054,145.000869
T20220028256,-37.736817,145.075619
T20220027768,-37.756039,144.937439
T20220028047,-37.956569,145.351311
T20220027771,-37.966402,145.318851
T20220027776,-37.747361,145.066695
T20220027778,-36.372475,145.222864
T20220027780,-37.66189,144.923111
T20220027781,-36.850779,144.228787
T20230000877,-37.90718,145.160786
T20220029054,-38.221057,145.058671
T20220028277,-37.575328,144.92089
T20220028723,-36.705179,144.316353
T20220027808,-36.642024,145.318373
T20220027784,-37.797511,145.063157
T20220027785,-37.687408,144.578021
T20220029070,-37.937649,145.023824
T20220027786,-37.848429,144.949935
T20220027788,-37.781486,144.985406
T20220027790,-37.8302,144.83858
T20220027796,-37.686122,145.060883
T20220027809,-37.756573,145.335235
T20230001112,-37.566665,143.782817
T20220027802,-37.688634,144.927579
T20220027810,-38.194029,145.135098
T20230000325,-38.050501,145.257436
T20220027812,-37.842554,145.196792
T20220027814,-38.013293,145.249818
T20220027803,-37.798701,145.606969
T20220027804,-38.02601,145.30655
T20220027817,-36.420947,145.17328
T20220027806,-37.953466,145.179425
T20220027823,-37.719168,144.572238
T20220027873,-37.825324,144.947945
T20230001724,-37.79705,145.128251
T20220028141,-38.042771,145.336276
T20220027741,-38.284879,145.166959
T20220027742,-37.888226,145.066791
T20220027945,-37.77228,145.024521
T20220027747,-38.02724,145.102345
T20220027749,-37.911852,144.681131
T20220028719,-37.917058,145.14714
T20220027888,-37.930238,145.152531
T20220028518,-37.941666,145.093087
T20230004309,-36.783389,144.247599
T20220028069,-37.776791,144.957912
T20220028360,-37.745552,144.810909
T20220028203,-37.592946,144.950109
T20220027884,-37.85989,145.066212
T20220027881,-37.917214,145.065964
T20220027878,-37.939064,145.023561
T20220027877,-37.935033,145.050202
T20220027876,-37.754028,144.860767
T20220028480,-37.854756,144.778674
T20220027868,-37.799612,144.647678
T20220027864,-37.760012,144.776787
T20220027862,-36.38258,145.41059
T20220027914,-37.582015,144.727678
T20220027917,-37.737331,144.850162
T20220027889,-38.232674,145.040128
T20220027848,-37.793768,144.947376
T20220027893,-38.742111,143.253556
T20220027896,-37.66868,143.654616
T20220027898,-37.768997,144.886703
T20220028355,-37.762359,144.973341
T20220028087,-37.801426,145.062399
T20220027900,-37.825238,144.840456
T20220028051,-37.822069,145.302752
T20230001695,-37.961509,145.188499
T20220027842,-36.135491,146.863965
T20220027841,-37.574486,145.190711
T20220027939,-38.223189,145.053241
T20220027911,-37.737971,145.004006
T20220027903,-36.676096,146.887947
T20220027905,-37.708935,145.05052
T20220027906,-38.255489,145.591771
T20220027907,-37.685338,145.029314
T20220029252,-37.839121,144.995693
T20220027920,-37.809228,145.031648
T20220028814,-38.137866,144.336917
T20220027940,-36.534467,146.238978
T20220028310,-37.911575,144.772154
T20230000036,-37.778293,144.970696
T20220027830,-37.246961,144.453663
T20220029038,-37.812178,144.954946
T20220027828,-37.794044,145.078795
T20220027826,-37.862186,145.243005
T20220027918,-37.994444,145.175443
T20220027927,-38.2137,145.459267
T20220028505,-37.777299,145.085554
T20230000362,-37.920468,145.122405
T20220028054,-37.995832,145.214076
T20220027938,-37.694379,144.602174
T20220028102,-37.868502,144.696341
T20220028415,-37.760562,144.920779
T20220028663,-37.828004,144.921793
T20220028400,-37.682889,144.957484
T20230000124,-37.913018,145.125103
T20220027935,-38.118743,145.327163
T20230001382,-38.124323,145.249351
T20220028012,-37.08315,146.097412
T20220028009,-37.81106,145.005609
T20220028008,-37.789879,144.958758
T20220028005,-37.727684,145.019575
T20220028001,-38.031606,145.183324
T20220027997,-37.68399,144.993724
T20220027968,-37.818794,145.001443
T20220027994,-37.848568,145.006784
T20220027986,-37.974251,145.054032
T20220027985,-37.784236,145.011689
T20220028298,-37.79886,144.777753
T20220027981,-37.771128,145.014036
T20220028988,-37.813791,145.000049
T20220027979,-38.304647,145.183621
T20220027930,-36.724884,144.28817
T20220027971,-37.580297,141.54187
T20220027967,-37.785517,144.875484
T20220027965,-37.599367,145.046357
T20220028872,-37.701201,144.799416
T20220027959,-37.893526,145.130255
T20220027951,-37.847711,145.042245
T20220027949,-37.429886,143.383663
T20220027948,-38.234425,145.050296
T20220028829,-38.019367,145.310889
T20220027933,-37.777553,144.988443
T20230001171,-36.749473,144.258748
T20220027936,-38.168903,145.932041
T20220029318,-37.763545,144.992185
T20220028041,-37.825371,144.964615
T20220028044,-37.806849,144.964691
T20230003275,-38.046199,145.662729
T20220028498,-37.7758,145.1908
T20220028497,-38.083538,145.285285
T20220028078,-36.127104,146.870795
T20220028060,-38.451625,143.462998
T20220028032,-38.01419,145.290148
T20220028059,-37.787873,144.950742
T20220028035,-37.809239,144.952365
T20220028061,-37.768678,144.889071
T20220028058,-37.848929,145.060698
T20220028228,-37.871938,145.04895
T20220028029,-38.259341,144.550358
T20220028437,-37.850715,144.978453
T20220028036,-38.173084,145.257309
T20220028055,-37.803186,144.905141
T20220028039,-37.937236,145.189531
T20220028021,-37.88237,145.276191
T20220028066,-37.872205,145.148398
T20220028119,-37.908889,145.161462
T20220028856,-37.584662,144.658567
T20220028113,-37.900062,145.044781
T20220028076,-37.668644,144.534259
T20230001732,-37.961606,145.011405
T20220028101,-37.563544,146.623424
T20220028677,-38.140992,144.329896
T20220028276,-37.734906,144.898058
T20220028539,-38.135965,145.4615
T20220028049,-38.452259,145.234481
T20220028022,-37.81825,145.037478
T20220028096,-37.851211,144.896648
T20220028095,-37.850219,144.980643
T20220028052,-34.191551,142.173959
T20230016842,-38.19058,144.307889
T20220028973,-37.772416,144.912362
T20220028086,-37.885993,145.089575
T20220028084,-37.669606,145.031805
T20220028083,-37.886642,145.076498
T20220028082,-37.887529,145.428502
T20220028031,-37.858859,145.001284
T20220028080,-38.187607,146.250943
T20220028064,-37.904599,145.045545
T20220028127,-36.454141,146.367229
T20230000515,-37.749814,144.832119
T20230002093,-37.877368,145.059285
T20220029095,-37.739627,144.98411
T20220028604,-37.949245,144.592928
T20230000690,-37.735624,145.024568
T20230002038,-37.892388,144.683882
T20220028950,-38.432658,143.382764
T20230000836,-37.891575,144.205002
T20220028224,-37.93352,145.159634
T20220028218,-37.808364,144.959748
T20220028183,-37.655897,144.741377
T20220028180,-37.876228,145.166482
T20220028179,-37.59437,145.03364
T20220028177,-37.892446,144.65557
T20220028382,-37.989437,145.215085
T20220028174,-37.663715,144.92221
T20220028172,-37.967398,145.194764
T20220028170,-37.83506,144.97516
T20220028164,-37.97673,145.066682
T20220028162,-37.60016,144.225458
T20220028158,-36.109206,146.877954
T20220028495,-38.205535,145.092138
T20220028157,-36.744434,144.290258
T20220028156,-37.985614,145.506187
T20220028151,-37.758899,145.061571
T20220028148,-37.923128,145.195486
T20220028147,-37.864098,144.981779
T20220028146,-38.103922,144.362682
T20220028145,-37.838784,147.950739
T20220028143,-37.757968,147.708752
T20220028142,-38.530039,145.880146
T20220028413,-37.995631,146.096282
T20220028140,-37.408701,143.445817
T20220028138,-37.627435,144.03928
T20220028135,-37.733492,144.966643
T20220028131,-38.037052,145.930678
T20220028579,-37.687044,145.06729
T20220028130,-37.765489,144.962388
T20220028120,-37.583523,143.7519
T20220028116,-37.814213,144.955571
T20220028115,-37.868163,144.981031
T20220028114,-37.555863,144.702171
T20220028111,-37.777577,144.815087
T20220028110,-37.817341,145.194845
T20220028106,-38.126734,145.325596
T20220028691,-37.817906,144.993175
T20220028136,-37.65253,145.376271
T20220028446,-37.811079,145.005805
T20230001165,-37.625429,144.933052
T20220028401,-38.110297,144.352729
T20220028185,-37.774765,144.808756
T20220029795,-37.778065,144.97842
T20230004597,-37.967234,147.08509
T20220028223,-38.214259,146.154116
T20220029327,-37.639442,145.132265
T20220028357,-37.685199,144.443057
T20230004790,-37.706923,144.867384
T20220028287,-37.767062,144.775435
T20220028891,-37.7343,144.888718
T20220029217,-37.979721,145.05217
T20220029703,-38.372742,144.913805
T20220028227,-37.989397,145.220954
T20220028229,-38.190254,146.486039
T20220028805,-37.761544,145.118956
T20220028288,-37.770234,145.291327
T20230000808,-38.060197,144.358202
T20220028233,-37.649968,145.115768
T20220028198,-38.134756,145.3346
T20220028394,-37.571124,143.84556
T20220028238,-37.864986,145.264145
T20220028395,-38.201381,144.311836
T20220028239,-37.80848,144.954926
T20220028301,-37.878774,145.165991
T20220028240,-37.808115,144.973157
T20220028402,-38.085838,145.638525
T20220028241,-37.683449,145.455698
T20220028196,-37.705816,144.884831
T20220028217,-36.360885,147.035963
T20220028250,-35.809332,144.218666
T20220028265,-37.694264,144.925858
T20220029287,-37.8601,145.010543
T20220028338,-37.812282,144.962257
T20220028213,-37.744418,145.022238
T20220029729,-37.848341,144.984572
T20220029209,-37.855915,145.113928
T20220028312,-37.918617,144.987874
T20220028204,-37.110719,144.844176
T20220028609,-37.80139,144.88769
T20220029627,-37.384906,144.20607
T20220028527,-37.737001,144.994262
T20220028202,-37.556218,144.948637
T20220028199,-38.183889,146.238472
T20220028191,-38.02649,145.101905
T20220028189,-37.350797,145.021709
T20220028448,-37.742842,144.980184
T20230000760,-38.028908,145.129924
T20220028187,-37.714922,144.874612
T20220028320,-37.69154,144.979053
T20220028297,-37.861972,145.040496
T20220028593,-37.756334,144.739664
T20220028670,-38.338596,144.98194
T20220028349,-37.756774,144.907166
T20220028351,-37.715817,144.888317
T20220028356,-37.683873,145.000831
T20220028278,-37.778923,145.018136
T20220028364,-37.817337,145.119316
T20220028367,-37.885676,144.601352
T20220028370,-38.547942,145.499657
T20220028374,-37.693031,144.992475
T20220028381,-38.155569,144.365412
T20220028325,-37.87176,144.989424
T20220028324,-37.559579,143.905903
T20220028342,-37.657753,145.077002
T20220028667,-37.745495,145.006305
T20220028341,-38.008764,145.278555
T20220028435,-37.92257,145.44335
T20220028601,-37.801839,145.308008
T20220028727,-38.008353,145.112957
T20220028306,-37.889214,145.057077
T20220028622,-37.910357,145.004695
